"site","org","region","country","state","suborg","site_type","incident_url","case_number","status","severity","potential_severity","recordable","creator","created_at","updated_at","is_primary_incident","sub_event_type","sub_event_type_details","incident_date","incident_time","date_reported","time_reported","last_update_to_recordability","last_update_to_severity","map_external_service","map_external_service_id","initial_info_risk_assessment_category","initial_info_risk_assessment_group","initial_info_risk_assessment_hazard","initial_info_risk_assessment_likeliness","initial_info_risk_assessment_severity","initial_risk_assessment_criticality","initial_risk_assessment_likeliness","initial_risk_assessment_severity","post_risk_assessment_criticality","post_risk_assessment_likeliness","post_risk_assessment_severity","initial_info_phase_status","initial_info_updated_at","initial_info_contractor_firm_related","investigation_contractor_firm","initial_info_contractor_type","initial_info_contractor_department","initial_info_employee_occupation","initial_info_agency_name","initial_info_incident_description","initial_info_fire_description","initial_info_fire_extinguished_by","initial_info_fire_hose_used","initial_info_fire_number_of_fire_hoses_used","initial_info_incident_location","initial_info_site_alarm_activated","initial_info_fire_site_emergency_response_activated","initial_info_fire_sprinkler_system_activated","initial_info_shift","initial_info_shift_start_time","initial_info_manager_supervisor_alias","investigation_phase_status","investigation_updated_at","investigation_witness_statements_available","investigation_witness_statements_description","investigation_documentation_activity_or_processes","investigation_documentation_associate_or_personal","investigation_documentation_equipment","investigation_documentation_policies_upload","investigation_documentation_standards_policies","investigation_evidence_near_incident_location","investigation_evidence_near_incident_location_description","investigation_object_substance_involved","investigation_primary_object_type","investigation_secondary_object_type","investigation_photos_available","investigation_recreation_photos_available","investigation_tools_or_equipment_condition","investigation_tools_or_equipment_condition_description","investigation_primary_impact","investigation_secondary_impact","investigation_video_footage_available","rca_phase_status","rca_updated_at","rca_primary_cause","rca_root_cause_variant","rca_root_cause_other","rca_contributing_factor_category","rca_contributing_factor_human_behaviour","rca_contributing_factor_org_process","rca_contributing_factor_org_workplace","rca_contributing_factor_tech_equipment","rca_contributing_factor_tech_material","rca_contributing_factorhuman_leadership","rca_external_analysis_link","rca_comments","badge_color"
"HLA6","AMZL","Fresno","US","California","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/6e17920c-c0a0-4bef-aac9-88f7d8cc95e6/summary","HLA6-25-747","CLOSED","PENDING","B",0,"felixxda","2025-08-22 18:27:45.402","2025-10-12 16:02:26.187",1,,"Battery","2025-08-22 00:00:00","2025-08-22T16:55:00Z","2025-08-22 00:00:00","2025-08-22T16:57:00Z","2025-08-22 18:27:45.402","2025-08-22 18:27:45.402","Austin",,"Noise_Vibration_Work_Environment","Health","Flammable material","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT",,,,"COMPLETED","2025-10-12 15:57:14.963","Employee",,,,"Amazon Warehouse Associate",,"On August 22, 2025, at approximately 09:30AM PST, operations leaders received an escalation from an associate about smoke and flames coming from under an Order Picker (OP 133) near aisle 150-151. The associate said that he heard a popping sound and saw smoke and then immediately reported the incident to an Area Manager Elizabeth Montes.The associate was traveling out of aisle 149-150 and turning to go into aisle 150-151. Safety and operations leaders responded and confirmed an active fire. The site immediately triggered the fire alarm and began evacuation. Operations leaders contacted emergency services at 09:43AM PDT, and Visalia Fire Department (FD) arrived onsite at 09:53 AM PST.

When the Fire Department arrived, the fire was already extinguished. Raymond technicians removed the package from under OP 133. It was determined that was a smoke detector that caused the thermal event; however, there was no package, and the location of the item could not be determined. The FD cleared the scene at 10:30AM PST. Workplace Health and Safety (WHS) and RME conducted a final site walk, measuring Carbon Monoxide (CO) readings of 0 Parts Per Million (PPM) and an Air Quality Index (AQI) of 5. Finding no further risks, they issued the all-clear at 10:30am PST, and operations resumed at 11:00am PST. 

Investigation revealed the thermal event lasted from 1 minute, triggered when an Order Picker ran over a smoke detector in the main travel aisle. The product involved could not be identified, but it could be determined that it was a smoke detector that had an internal battery. The site confirmed the aisle had been swept for amnesty at 8:33am earlier that day via the apollo audit that was submitted and the photos taken in the aisle validated no trash or amnesty was pushed into the aisle by Order Pickers. Video footage confirmed that here were several Ops and a tugger that could see the product in the main travel aisle and did not report or stop to remove it from the area. In addition, showed a tugger pit equipment strike the produ","OP ran over a smoke detector","Employee","False",,"VNA (Very Narrow Aisle)","True","True","False",,,"59ddb715-8da5-41a8-83b0-3f87b95ac7da",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
"HLA6","AMZL","Fresno","US","California","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/78fbc13c-8280-4749-9b60-edf131b84430/summary","HLA6-25-315","CLOSED","PENDING","B",0,"noehr","2025-05-19 12:13:26.517","2025-10-12 16:01:47.090",1,,"Machinery","2025-05-18 00:00:00","2025-05-19T00:38:00Z","2025-05-18 00:00:00","2025-05-19T00:39:00Z","2025-05-19 12:13:26.517","2025-05-19 12:13:26.517","Austin",,"Ergonomic","Health","Poor housekeeping","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-10-12 15:56:54.494","Employee",,,,"Amazon Warehouse Associate",,"AA felt sick due to smoke inhalation. ","Friction fire due to a product being dragged under an OP","Other","False",,"Straight Away","True","True","False",,,"68c2b816-18d4-4ca3-9b6c-527a1ce0a887","COMPLETED","2025-10-12 15:59:04.711","False",,"False","False","False",,"False","False",,"False",,,"False","False","False",,"Exposure to or contact with","Fire or flame","False","COMPLETED","2025-10-12 15:59:04.801","Communication","Inadequate communication of safety requirements",,"Human - Leadership",,,,,,"Poor housekeeping or area readiness",,"N/A","BLUE"
"HLA6","AMZL","Fresno","US","California","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/843db845-a082-4a0c-8b49-2df1489bb852/summary","HLA6-25-678","CLOSED","PENDING","B",0,"noehr","2025-08-06 13:01:23.333","2025-10-12 16:01:59.909",1,,"Battery","2025-08-06 00:00:00","2025-08-06T07:30:00Z","2025-08-06 00:00:00","2025-08-06T07:44:00Z","2025-08-06 13:01:23.333","2025-08-06 13:01:23.333","Austin",,"Noise_Vibration_Work_Environment","Health","Combustible material","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT",,,,"COMPLETED","2025-10-12 15:57:43.425","Employee",,,,"Amazon Warehouse Associate",,"At approximately 00:30 it was reported via a radio call that a fire was burning in aisle 452-453. At 00:44 evacuation commenced with the fire department arriving at 00:52 and departing at 03:07. The all clear was given at 03:44. Upon further investigation it was discovered that the fire started due to portable batteries being run over after falling from V452M580. ","OP ran over amnesty ","Other","False",,"VNA (Very Narrow Aisle)","True","True","False",,,"1ced5a54-c934-4237-acf1-67cf61095641","COMPLETED","2025-10-12 15:57:18.722",,,,,,,,,,"True","PIT","Order picker",,,"False",,"Exposure to or contact with","Fire or flame",,,,,,,,,,,,,,,,"BLUE"
"SAX1","AMZL","NA","US","California","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/636b6d2f-822d-4ed8-a9d6-62ca9c4954bc/summary","SAX1-26-207","CLOSED","PENDING","D",0,"pabarboz","2026-04-20 17:51:20.708","2026-04-20 19:18:36.979",1,,"Battery","2026-04-20 00:00:00","2026-04-20T14:15:00Z","2026-04-20 00:00:00","2026-04-20T14:20:00Z","2026-04-20 17:51:20.708","2026-04-20 17:51:20.708","Austin",,"Fire and Explosion Hazard","Safety","Fire","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2026-04-20 18:49:42.609","Employee",,,,"PIT Operator",,"SAX1 Work Incident: Thermal Fire
Time of Incident: Approx. 07:00
Date of Event : 4/20/2026
Manager Investigating : pabarboz

On 04/20/2026 at approximately 07:05 an AA was reversing on their OP they felt something, stopped and saw the battery. At approximately 07:10 AA came to notify leadership and one of the AMs was the closest to respond.

AA was asked how the battery ended up in that specific spot it was found when two other managers showed up. It wasn't clear if the AA kicked it out of the way once they saw it.
When other managers arrived an extinguisher had already been used. However, the battery still had smoke coming from it.

RME was notified to come check it out and to see if there was a way we could get it safety out of the area or building. A water bucket and a sort of clamp/tongs or pliers was used to remove it. RME was using their PPE. After it was removed the extinguisher debris was also cleaned up by RME. A lingering smell was noticeable in the area.

We cleared the area completely and made sure no one was moving or parking other OPs or FLs in the area until post break at 08:00.

Emergency services was not called. GSOC was notified (EMT ID: 1279156.) No injuries reported.

Operational Impact: OB VNA Pick and IB VNA Stow for approx. 90 -120 minutes. VNA Pick, VNA Pick Express, VNA Pick Rapid TRB request submitted.

After further inspection, the backing of the battery pack was found near the OP which appears to have detached from the battery itself.

Investigation still pending.","Battery ran over as the AA was reversing on OP.","Employee","False",,"VNA (Very Narrow Aisle)","False","True","False",,,"ac7d3f33-0a79-4e66-819e-4c4f953b3f6b","COMPLETED","2026-04-20 19:13:09.447","False",,"False","False","True",,"False","False",,"True","PIT,Electronic Equipment","Order Picker Truck,Batteries","True","False","True","Fire Extinguisher used","Caught in or Between","Object/Equipment","False",,,,,,,,,,,,,,,"BLUE"
"SAX2","AMZL","NA","US","California","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/1750d624-a689-4c6c-8e0b-651767e822ea/summary","SAX2-24-242","IN_PROGRESS","PENDING","B",0,"bmmed","2024-07-25 02:39:26.919","2025-02-06 20:49:56.062",0,,"Vegetation","2024-07-24 00:00:00","2024-07-25T01:40:00.112Z","2024-07-24 00:00:00","2024-07-25T01:41:00.353Z","2024-07-25 02:39:26.919","2024-07-25 02:39:26.919","Austin",,"Communication, Consultation, and Participation","Management Standards","None","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-02-06 22:01:22.819","Employee",,,,"Amazon Warehouse Associate",,"At approximately 18:40 on 7/24/24 a fire (without flames) started when a cigarette butt was thrown into the tree lot of the parking lot. Smoke began to rise, but no flames were observed. Security attempted to extinguish the smoke by placing dirt on top of it but was unsuccessful. RME then spread the dirt onto the blacktop of the parking lot, which successfully stopped the smoke ","cigarette butt","Employee","False",,"Onsite Parking Lot","False","False","False",,,"7e423d6a-4626-43e2-9165-210ad41a0ac3","COMPLETED","2025-02-06 21:59:46.963","False",,"False","False","False",,"False","False",,"False",,,"True","False","False",,"Environmental","Waste management","False",,,,,,,,,,,,,,,"BLUE"
"SAX2","AMZL","NA","US","California","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/743a3e9a-5c5f-42de-8d9e-10c966e1f240/summary","SAX2-25-505","CLOSED","PENDING","B",0,"chaadan","2025-12-04 01:20:42.017","2026-01-31 16:06:40.696",1,"PIT","Battery","2025-12-03 00:00:00","2025-12-03T15:51:00Z","2025-12-03 00:00:00","2025-12-03T15:52:00Z","2025-12-04 01:20:42.017","2025-12-04 01:20:42.017","Austin",,"Fire and Explosion Hazard","Safety","Fire","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-12-04 01:25:06.964","Employee",,,,"Amazon Warehouse Associate",,"SSD-FC: SAX2 - (Near miss - Fire (Amazon Associate)) DESCRIPTION- On 12/03/2025 at approximately 0751, an On December 3, 2025, at 7:51 AM, an incident occurred involving Hyster Forklift #02. After AA Napierib completed his pre-operations checklist, an undetected Honeywell 1991i SR wireless scanner battery was crushed under the forklift's directional tire, causing the battery to ignite. Security camera footage from the previous use of the PIT was on December 3, 2025, at 2:34 AM shows the floor was clear of any debris, trash, or batteries, indicating the battery's presence was recent and not visible during the pre-operation’s inspection. Upon seeing the battery catch fire, AA Napierib immediately radioed for assistance. The site was promptly evacuated, and both emergency services (911) and GSOC were contacted to respond to the fire. AA was working in Transfer In support process path at the time. TRAINING- The AA was trained on this function on 04/08/2025 in module Forklift/Stand up. ROOT CAUSE- EQUIPMENT/MACHINE-Faulty equipment maintenance/inspection procedures not followed to ensure that equipment/tools is stored properly. CORRECTIVE ACTIONS- 1. Create a mandatory Formulate safety stand-downs to educate all associates on proper battery handling, storage protocols, and hazard recognition procedures, supported by a newly developed audit program to ensure ongoing compliance. (Owner: Chaadan. ECD: 12/10/2025) 2. Submit TT to active TLD Scanner and Battery recovery for SSD BU to leverage TLD personnel to help recover batteries throughout the site. (Owner: Chaadan. ECD: 12/10/2025) 3. Establish a designated ""Watch Tower"" equipment control center to implement proper storage, tracking, and accountability procedures for all operational equipment. (Owner: Lecaitly. ECD: 12/24/25). ADDITIONAL DETAILS- Facility Equipment was involved in this incident, specifically Hyster Forklift. The incident occurred specifically at VNA Parking lot - Stand up Parking Spot 2. An object was involved in this incident; the object is described","Lithium battier was crushed by Forklift","Other","False",,"Inbound Dock","True","True","False",,,"4c2ffb48-bc80-4260-b731-0703fc72d5ce","COMPLETED","2025-12-04 01:38:44.485","False",,"False","False","False",,"False","False",,"True","PIT,Electronic equipment","Fork truck,Batteries","True","False","False",,"Exposure to or contact with","Fire or flame","True","COMPLETED","2025-12-04 02:06:33.683","Inadequate or improper tools or equipment","Other","Faulty equipment maintenance/inspection procedures not followed to ensure that equipment/tools is stored properly","Human - Behaviour","Using equipment improperly",,,,,,,"N/A","BLUE"
"SCA7","AMZL","NA","US","California","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/65b36790-baeb-47e5-92c8-fbacc54ff815/summary","SCA7-25-252","CLOSED","PENDING","B",0,"iwatsocl","2025-07-17 19:53:24.274","2025-07-17 20:33:36.681",1,,"Waste","2025-07-11 00:00:00","2025-07-11T18:00:00Z","2025-07-11 00:00:00","2025-07-11T18:05:00Z","2025-07-17 19:53:24.274","2025-07-17 19:53:24.274","Austin",,"Non-regulated / Non-hazardous / Medical / Food waste","Environment","Waste disposal","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT",,,,"COMPLETED","2025-07-17 20:33:34.722","Employee",,,,"RME - Manager",,"RME manager (fevr) acquired fire extinguisher from @zchaalex (RME - BHDs) and extinguished the fire at the facility auger and container connection point. This suppressed the fire until emergency responders arrived to saturate the internal container, auger and area surrounding the auger inside the facility. 
Additional participants:
WHS (alaepalm) contacted 911 and coordinated emergency responders to fire event and adjacent  facility clear actions
Fire Station #38 contact info:
Chief Ron Romelfinger - Cell/ 619-205-0300
","Recycle compactor/auger was overloaded and the continuous friction turning of the compactor augers genrated a hesat signiture that resulted in the internal material to catch fire","Employee","True","0 to 3","Yard - Compactor Area","True","True","False",,,"71f658a2-2429-41bd-b6af-47c8c9cefe4c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
"SIL1","AMZL","NA","US","Illinois","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/d95b5ce1-14ad-4ed6-b2d1-d064b9ac4b46/summary","SIL1-23-8","CLOSED","PENDING","B",0,"rllinsky","2023-07-09 00:22:16.957","2025-02-06 20:55:17.266",0,,"Vehicle","2023-07-08 00:00:00","2023-07-08T19:26:00.000Z","2023-07-08 00:00:00","2023-07-08T19:28:00.939Z","2023-07-09 00:22:16.957","2023-07-09 00:22:16.957","Austin",,"Safety Save","Safety Save","None","HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT",,,,"COMPLETED","2025-02-06 20:51:58.520","Employee",,,,"Amazon Warehouse Associate",,"On 07/08/2023, at approximately 14:00, a Class X Associate was working in the Pack process path reported light headedness and dizziness from an outside work medical condition. AA left the building at 14:07 and sat in their car while their emergency contact came to pick them up. At 14:23 AA attempted to walk from their car to their emergency contacts car and fainted in the grass in the parking lot. Emergency contact immediately called 911 at 14:26. Leadership was informed and immediately went outside by 14:28. AED was brought with but not used as AA remained conscious until EMS arrived at 14:36. AA left with emergency contact at 14:58 to Silver Cross Hospital and was conscious when they departed. AA was not on the clock at time of incident. The injured AA participated in 1 SGT since July. The AA was performing at a rate of 60 compared to the target goal of 300. The AA has worked a total of 7.5 hours this week and 3 hours on the day of injury in parking lot. The AA was wearing the appropriate PPE for the). The AA had a start date of 3/23/23, was trained in the process on 3/23/23","n/a","Other","False",,"Onsite Parking Lot","False","True","False",,,"153a2117-c909-478b-b50e-31790d449b33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
"SMN1","AMZL","NA","US","Minnesota","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/069cf4f6-cc03-421b-a721-93c712038bdc/summary","SMN1-23-069cf4f6","CLOSED","PENDING","C",0,"catucht","2023-06-02 21:14:34.149","2025-02-06 20:56:49.280",0,,"Waste","2023-06-02 00:00:00","2023-06-02T20:15:00.725Z","2023-06-02 00:00:00","2023-06-02T21:20:00.175Z","2023-06-02 21:14:34.149","2023-06-02 21:14:34.149","Austin",,"Thermal","Safety","Fire/Flame","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR",,,,"COMPLETED","2025-02-06 21:07:18.699","Employee",,,,"Amazon Warehouse Associate",,"Mahdi,Muktar (muktmahd) placed a MacDonald's bag with a Chick Filet sandwich into the first microwave closest to the sink.  Manandon saw smoke and grabbed the bag and put it in the sink to extinguish the fire.  Once the fire was put out blynnett was called as the AM nearest to the break room.  Security went to look after everything was over also.","AA placed a Chick Filet Wrapped Sandwich into Microwave and stepped away.  The Sandwich started on fire another AA saw the fire and took the wrapper out and placed it in the sink which was 5 feet away and extinguished the fire.  The fire caused damage to the microwave.","Employee","False",,"Break Room/Cafeteria","False","False","False",,,"581dc61a-e342-4d0b-90b1-ff94c81e5e77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
"SMO2","AMZL","NA","US","Illinois","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/415ad497-5edb-40be-947d-6385d7c4a52f/summary","SMO2-22-415ad497","CLOSED","PENDING","D",0,"tkulin","2022-05-29 17:42:19.656","2025-02-06 20:57:47.432",0,,"Vegetation","2022-05-29 00:00:00","2022-05-29T16:05:00.000Z","2022-05-29 00:00:00","2022-05-29T19:50:00.000Z","2022-05-29 17:42:19.656","2022-05-29 17:42:19.656","Austin",,"Thermal","Safety","Fire/Flame","POSSIBLE","MAJOR","HIGH","POSSIBLE","MAJOR","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","COMPLETED","2025-02-17 16:28:27.394","Employee",,,,"Manager",,"Security notified leadership of the fire. AM grabbed and used fire extinguisher to put out growing bush/mulch fire next to entrance.","Lit cigarrette thrown into mulch/bushes","Employee","False",,"Onsite Parking Lot","False","True","False",,,"a800c189-360d-4a82-a362-50744ca86ba5","COMPLETED","2025-02-06 21:24:25.975","False",,"False","False","False",,"False","False",,"False",,,"False","False","False",,"Exposure to or contact with","Fire or flame","False","COMPLETED","2025-02-06 21:27:22.498","Limited or incorrect direction/instruction from leadership or supervisor","Inadequate identification, assessment and control of workplace hazards",,"Human - Behaviour","Failure to properly dispose of waste",,,,,,,"N/A","BLUE"
"SNV4","AMZL","NA","US","Nevada","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/dad4cb7a-002d-4036-b27e-74c779029077/summary","SNV4-26-1","CLOSED","PENDING","D",0,"ijocelyg","2026-03-17 23:15:18.586","2026-03-17 23:23:04.868",1,,"Machinery","2026-03-17 00:00:00","2026-03-17T22:28:00Z","2026-03-17 00:00:00","2026-03-17T22:40:00Z","2026-03-17 23:15:18.586","2026-03-17 23:15:18.586","Austin",,"Fire and Explosion Hazard","Safety","Fire","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2026-03-17 23:23:03.414","Contractor",,"Dependent","Ops Engineering",,"Start-up Contractor ","At approx. 15:28 PST, OM slacked me that start up POC just put out a fire by sortation break room fridge. Fire alarms did not activate as it was in the fridge motor. 

Electronic company checked the voltage and outlet,it was the right voltage and right cord. Root cause: leak from the fridge is highly flammable 

","Refrigerator was lieking oil ","Contractor","False",,"Break Room/Cafeteria","False","False","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
"SOH2","AMZL","NA","US","Ohio","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/de0b0602-90f4-4546-a7fd-84f28f30c5cc/summary","SOH2-22-de0b0602","CLOSED","PENDING","PENDING",0,"chadco","2022-03-02 17:53:14.029","2025-02-06 20:57:07.304",0,,"Battery","2022-03-02 00:00:00","2022-03-02T13:15:17.171Z","2022-03-02 00:00:00","2022-03-02T13:15:17.173Z","2022-03-02 17:53:14.029","2022-03-02 17:53:14.029","Austin",,"Emergency Preparedness, Response, Fire Prevention","Management Standards",,"POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT","COMPLETED","2025-02-06 21:02:42.855","Employee",,,,"RME - Technician",,"RME Tech saw small fire on AR floor from RME cage.  He activated his SRBRS vest and headed to place of incident, grabbing fire extinguisher on his way. By the time he arrived the battery had burned itself out and extinguisher was not used.","Bot rolled over quarter-sized Li battery","Other","False",,"AR Floor","False","True","False",,,"c22e4641-5d11-4b5e-bcc8-eee6e54164ce","COMPLETED","2025-02-06 20:57:00.492","False",,"False","False","False",,"False","True","{""id"":""e009b69b-35c1-4d8a-8390-8f1d93421ab2"",""type"":""img""}","True","Other equipment","other","False","False","False",,"Struck by or against","Moving, rolling or sliding object","False","COMPLETED","2025-02-06 20:57:00.605","Training or knowledge-transfer","Inadequate knowledge transfer",,"Technical - Equipment",,,,"Fire and explosion hazards",,,"https://inside.amazon.com/en/Pages/default.aspx","Small thin items stowed laying down, slipped out of front of bin, under banding but above lip of bin.","BLUE"
"SOR3","AMZL","NA","US","Oregon","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/631e3d06-5254-4e59-9efd-a5e695dc84b9/summary","SOR3-23-631e3d06","CLOSED","PENDING","C",0,"webbtre","2023-06-13 00:25:04.125","2025-02-06 20:56:26.753",0,,"Vegetation","2023-06-12 00:00:00","2023-06-12T17:54:00.010Z","2023-06-12 00:00:00","2023-06-12T22:30:00.000Z","2023-06-13 00:25:04.125","2023-06-13 00:25:04.125","Austin",,"Thermal","Safety","Fire/Flame","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","COMPLETED","2025-02-06 21:09:49.242","Employee",,,,"Amazon Warehouse Associate",,"On 6.12.23 at approximately 1530hrs, security contacted Operations about smoke that was coming from a mulched area in the AA parking lot. Ops responded and observed the affected area was smoldering with smoke coming from the area. A sprinkler head was damaged as a result. GSOC was contacted at 1535hrs. Site Leadership doused the affected area with water and contacted the Portland Fire Department Non-emergency line. 

Fire Department arrived on site at 1750hrs. They further doused the affected area with water and departed the site at 1756hrs. 

A video review was conducted and showed an AA attempt to extuinguish a cigarette in the affected mulched area at 10:54AM. ","A cigarette what attempted to be extinguished in the mulch at 10:54AM. ","Other","False",,"Onsite Parking Lot","False","True","False",,,"c7a5c93e-c130-4c3c-bf84-7a5d708f8345","COMPLETED","2025-02-06 21:13:36.050","False",,"False","False","False",,"False","False",,"False",,,"True","False","False",,"Exposure to or contact with","Hot object or substance","False","COMPLETED","2025-02-06 21:14:35.181","Communication","Inadequate / conflicting / confusing instructions",,"Human - Leadership",,,,,,"Improper instruction, guidance or direction",,"N/A","BLUE"
"STN1","AMZL","NA","US","Tennessee","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/5cc8763a-2ca0-4e1d-b5c4-36cfbf36d374/summary","STN1-25-206","CLOSED","PENDING","D",0,"hodcandi","2025-11-08 13:01:49.047","2025-11-08 13:12:19.590",1,,"Structure","2025-11-07 00:00:00","2025-11-08T04:06:00Z","2025-11-07 00:00:00","2025-11-08T04:07:00Z","2025-11-08 13:01:49.047","2025-11-08 13:01:49.047","Austin",,"Fire and Explosion Hazard","Safety","Fire","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2025-11-08 13:08:11.431","Employee",,,,"Manager",,"On 11/07/2025 at 23:06pm fire alarm triggered throughout entire warehouse. Team activated emergency response plan and evacuated entire building. As the team cleared warehouse it was noted there were no indicators(smell, visual) of a fire in the warehouse. GSOC was notified and fire department was dispatched to site. At 23:20pm the fire department arrived on site and entered the building. FD confirmed there was no imminent danger and cleared building for reentry at 23:27pm.","No fire, alarm triggered by sensor","Other","False",,"Other Offsite or Public Place","True","True","False",,,"44ea8af1-ff6d-4be3-b3bb-753f6f4e8a3c","COMPLETED","2025-11-08 13:12:18.933",,,,,,,,,,"False",,,,,"False",,"Exposure to or contact with","Fire or flame",,,,,,,,,,,,,,,,"BLUE"
"STN1","AMZL","NA","US","Tennessee","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/614743f3-6991-4fe1-ba1c-b80770477df5/summary","STN1-25-188","CLOSED","PENDING","D",0,"hodcandi","2025-10-25 08:03:34.411","2025-10-25 10:30:46.793",1,,"Structure","2025-10-25 00:00:00","2025-10-25T06:37:00Z","2025-10-25 00:00:00","2025-10-25T06:40:00Z","2025-10-25 08:03:34.411","2025-10-25 08:03:34.411","Austin",,"Fire and Explosion Hazard","Safety","Fire","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2025-10-25 10:26:46.529","Employee",,,,"Manager",,"On 10/25/2025 at 01:38am fire alarm triggered throughout entire warehouse. Team activated emergency response plan and evacuated entire building. As the team cleared warehouse it was noted there were no indicators(smell, visual) of a fire in the warehouse. GSOC was notified and fire department was dispatched to site. At 02:12am the fire department arrived on site and entered the building. FD confirmed there was no imminent danger and cleared building for reentry at 02:23am.","No fire, alarm caused due to water pressure in sprinkler system in other location of shared warehouse. ","Other","False",,"Other Offsite or Public Place","True","True","False",,,"44ea8af1-ff6d-4be3-b3bb-753f6f4e8a3c","COMPLETED","2025-10-25 10:30:46.003","False",,"False","False","False",,"False","False",,"False",,,"False","False","False",,"Exposure to or contact with","Fire or flame","False",,,,,,,,,,,,,,,"BLUE"
"STN1","AMZL","NA","US","Tennessee","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/db6def31-0ba1-43c3-9037-b7194feef68d/summary","STN1-26-1","CLOSED","PENDING","D",0,"hodcandi","2026-01-02 12:39:16.488","2026-01-02 12:47:04.872",1,,"Electrical","2026-01-02 00:00:00","2026-01-02T06:05:00Z","2026-01-02 00:00:00","2026-01-02T06:06:00Z","2026-01-02 12:39:16.488","2026-01-02 12:39:16.488","Austin",,"Fire and Explosion Hazard","Safety","Fire","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2026-01-02 12:44:01.113","Employee",,,,"Manager",,"At 00:05 fire alarm triggered for entire warehouse. Emergency response activated. FD came onto site and gave all clear allowing team back in the building. It was identified that DD111 caused the electric system to glitch who triggered alarm. No flames/fire present on site. ","No fire, electrial glitch in in DD111 caused alarm to trigger.","Other","False",,"Yard - Dock Door","True","True","False",,,"44ea8af1-ff6d-4be3-b3bb-753f6f4e8a3c","COMPLETED","2026-01-02 12:47:04.212",,,,,,,,,,"False",,,,,"False",,"Exposure to or contact with","Fire or flame",,,,,,,,,,,,,,,,"BLUE"
